arber_LUFTTEMPERATUR,arber_NIEDERSCHLAGSHOEHE,arber_DAMPFDRUCK,arber_NIEDERSCHLAGSHOEHE_IND,arber_SCHNEEHOEHE,schorndorf_LUFTTEMPERATUR,schorndorf_NIEDERSCHLAGSHOEHE,schorndorf_DAMPFDRUCK,schorndorf_NIEDERSCHLAGSHOEHE_IND,schorndorf_SCHNEEHOEHE,straubing_LUFTTEMPERATUR,straubing_NIEDERSCHLAGSHOEHE,straubing_DAMPFDRUCK,straubing_NIEDERSCHLAGSHOEHE_IND,straubing_SCHNEEHOEHE
-9.8,0.0,2.5,0,248,-8.2,0.0,3.3,0.0,14.0,-9.0,0.0,2.9,6.0,16.0
-9.4,0.0,2.6,7,245,-10.6,0.0,2.7,0.0,12.0,-10.9,0.0,2.4,6.0,13.0
-9.8,0.4,2.5,7,243,-6.1,0.0,3.5,7.0,12.0,-9.5,0.0,2.7,7.0,12.0
-10.1,1.4,2.5,7,242,-2.6,3.1,4.4,7.0,12.0,-3.1,1.0,3.6,7.0,10.0
-14.1,1.3,1.8,7,247,-7.6,0.0,2.9,7.0,17.0,-5.9,0.0,2.9,7.0,11.0
-16.2,0.3,1.4,7,248,-14.2,0.0,1.8,0.0,14.0,-10.3,0.0,2.0,0.0,11.0
-14.3,0.0,1.7,0,247,-14.8,0.0,1.6,0.0,13.0,-13.6,0.0,1.6,0.0,10.0
-11.3,0.0,1.8,0,245,-11.7,0.0,1.9,0.0,13.0,-12.8,0.0,1.8,0.0,10.0
-7.0,0.0,1.9,0,243,-7.7,0.0,2.5,0.0,12.0,-8.7,0.0,2.3,0.0,10.0
-9.1,0.0,1.8,7,241,-9.6,0.0,2.7,0.0,12.0,-8.2,0.0,2.4,0.0,10.0
-11.3,0.2,2.0,7,238,-5.1,0.0,3.0,0.0,12.0,-5.5,0.0,2.9,0.0,10.0
-12.9,0.4,1.9,7,238,-7.6,0.0,3.2,7.0,11.0,-5.2,0.0,2.9,7.0,10.0
-12.8,1.8,1.9,7,245,-4.6,0.3,3.3,7.0,11.0,-5.2,0.8,3.1,7.0,10.0
-7.1,5.6,3.2,8,250,0.9,0.4,5.9,8.0,12.0,-0.1,2.6,5.3,8.0,11.0
-6.3,1.4,3.5,7,260,1.4,2.3,6.2,7.0,10.0,1.4,2.7,5.9,8.0,10.0
-11.2,0.1,2.2,7,264,-5.8,0.0,2.9,0.0,11.0,-3.1,0.0,3.4,0.0,9.0
-8.3,10.7,2.9,7,259,-1.1,6.4,4.4,7.0,10.0,-2.5,0.9,4.0,8.0,8.0
-6.5,17.6,3.4,7,271,-0.1,5.3,5.7,7.0,15.0,0.6,14.8,5.6,7.0,5.0
-6.9,5.7,3.3,7,285,-1.0,0.1,5.5,7.0,18.0,0.4,0.0,5.0,7.0,20.0
-6.1,0.0,3.5,0,293,-0.9,0.0,4.6,0.0,12.0,-2.4,0.0,4.2,0.0,10.0
-1.9,0.0,4.8,7,289,2.3,0.0,6.2,0.0,9.0,1.4,0.0,5.6,0.0,9.0
3.4,0.0,6.1,0,284,4.0,0.0,6.8,0.0,4.0,2.6,0.0,6.4,0.0,8.0
4.3,0.0,6.1,0,275,11.9,0.0,9.2,0.0,0.0,6.7,0.0,7.6,6.0,0.0
4.3,0.7,7.5,6,247,13.7,0.0,10.5,6.0,0.0,12.9,0.2,9.9,6.0,0.0
1.4,1.6,6.9,8,217,5.3,2.4,9.1,6.0,0.0,9.1,5.1,10.3,6.0,0.0
-1.7,0.0,5.4,0,211,1.2,0.0,5.4,0.0,0.0,3.2,0.0,6.1,0.0,0.0
-0.6,0.0,3.7,0,208,1.7,0.0,4.7,0.0,0.0,3.3,0.0,5.5,0.0,0.0
4.2,0.0,2.7,6,205,3.6,1.4,5.8,6.0,0.0,5.8,0.0,6.0,6.0,0.0
3.9,0.2,7.4,6,201,7.7,0.0,10.1,6.0,0.0,6.5,0.4,8.8,6.0,0.0
6.3,0.0,7.8,0,193,8.6,0.0,9.9,0.0,0.0,8.5,0.0,9.7,0.0,0.0
4.6,3.2,6.8,6,177,7.4,2.4,9.7,6.0,0.0,7.3,1.1,10.1,6.0,0.0
3.2,0.0,6.9,0,170,7.8,0.0,10.1,6.0,0.0,9.3,0.0,10.4,6.0,0.0
5.7,0.1,6.9,6,162,8.5,0.0,10.0,0.0,0.0,8.3,0.0,9.8,6.0,0.0
3.4,6.2,7.7,6,158,9.2,6.4,11.0,6.0,0.0,9.4,3.3,11.2,6.0,0.0
3.7,1.4,7.4,8,150,8.8,0.0,10.8,0.0,0.0,9.6,0.0,10.5,0.0,0.0
3.2,0.0,6.1,0,140,9.0,0.0,8.1,6.0,0.0,9.5,0.0,9.2,6.0,0.0
-0.4,0.0,3.0,0,133,5.6,0.0,5.5,0.0,0.0,8.3,0.0,6.2,0.0,0.0
-1.1,0.0,2.8,0,131,3.1,0.0,5.3,0.0,0.0,5.8,0.0,5.2,0.0,0.0
2.9,0.0,2.2,0,130,5.0,0.0,5.5,0.0,0.0,7.9,0.0,4.6,0.0,0.0
5.1,0.0,2.4,0,127,6.4,0.0,6.3,0.0,0.0,9.2,0.0,5.5,0.0,0.0
6.5,0.0,3.4,0,124,7.4,0.0,6.8,0.0,0.0,8.7,0.0,6.4,0.0,0.0
5.4,5.5,5.4,8,123,9.9,4.9,8.8,6.0,0.0,10.1,0.3,7.8,6.0,0.0
4.3,0.0,7.3,6,118,13.6,0.4,10.1,6.0,0.0,12.2,0.0,9.9,6.0,0.0
4.9,0.6,7.5,6,112,12.2,2.2,11.5,6.0,0.0,13.0,0.1,10.0,6.0,0.0
1.4,6.0,6.7,8,109,7.6,2.9,10.0,6.0,0.0,8.8,2.6,9.7,6.0,0.0
-2.0,1.8,5.2,7,110,4.2,9.6,8.0,6.0,0.0,5.3,3.9,8.1,6.0,0.0
-4.1,0.0,4.4,7,112,4.0,0.0,7.5,0.0,0.0,3.7,0.0,6.6,6.0,0.0
-1.4,0.0,5.4,0,109,3.7,0.0,6.9,0.0,0.0,6.6,0.0,7.2,0.0,0.0
2.4,0.4,5.1,8,108,10.2,0.0,8.9,6.0,0.0,10.7,2.6,8.2,6.0,0.0
3.8,0.0,6.6,6,106,10.0,0.0,10.1,0.0,0.0,10.9,0.5,10.0,6.0,0.0
5.5,0.0,6.7,6,104,11.7,0.0,10.8,0.0,0.0,10.9,0.0,9.6,0.0,0.0
7.1,0.0,6.8,6,101,9.8,0.0,9.7,0.0,0.0,12.8,0.0,9.6,0.0,0.0
7.6,0.0,7.0,0,99,14.8,0.0,9.0,0.0,0.0,14.7,0.0,9.3,0.0,0.0
3.8,1.0,6.8,8,96,10.0,2.1,10.3,6.0,0.0,10.9,0.1,8.8,6.0,0.0
3.9,8.3,7.8,6,94,10.0,2.7,11.6,6.0,0.0,8.8,5.5,10.7,6.0,0.0
3.8,10.4,7.8,8,90,9.2,15.7,11.2,6.0,0.0,9.2,18.7,11.5,6.0,0.0
-0.3,8.1,5.9,8,88,5.2,4.6,8.9,6.0,0.0,7.3,7.8,9.5,6.0,0.0
-4.6,0.0,2.7,0,85,2.1,0.0,5.3,0.0,0.0,4.5,0.0,4.6,0.0,0.0
-0.1,0.0,3.3,0,83,4.8,0.0,6.0,0.0,0.0,5.2,0.0,5.5,0.0,0.0
3.5,0.0,4.1,6,79,8.0,0.0,7.4,6.0,0.0,8.1,0.1,6.9,6.0,0.0
5.1,1.7,6.6,6,76,11.5,0.8,10.4,6.0,0.0,12.0,0.6,10.4,6.0,0.0
3.8,12.1,7.7,6,72,10.2,20.8,12.0,6.0,0.0,10.4,45.0,12.0,6.0,0.0
2.9,7.1,7.4,6,66,8.7,2.7,10.9,6.0,0.0,9.8,1.3,11.3,6.0,0.0
3.3,10.0,7.5,8,62,9.4,5.7,11.0,6.0,0.0,9.7,2.1,10.9,6.0,0.0
3.3,0.0,6.0,0,58,8.8,0.0,9.3,0.0,0.0,10.7,0.0,8.8,0.0,0.0
5.5,0.2,6.7,6,52,10.7,1.3,10.3,6.0,0.0,11.3,0.2,10.5,6.0,0.0
8.8,0.0,9.5,0,47,14.3,0.0,13.8,0.0,0.0,15.3,0.0,13.4,0.0,0.0
13.4,0.0,8.9,0,0,16.0,0.0,12.9,0.0,0.0,17.8,0.0,13.7,0.0,0.0
15.7,0.0,8.5,6,0,17.7,0.0,12.8,0.0,0.0,19.5,0.0,14.3,0.0,0.0
10.5,11.1,9.8,8,0,15.0,9.3,14.4,6.0,0.0,16.5,7.6,14.5,6.0,0.0
4.8,4.5,8.5,8,0,12.4,3.9,12.3,6.0,0.0,13.5,3.6,12.3,6.0,0.0
3.1,7.8,7.6,8,0,10.0,2.7,11.1,6.0,0.0,11.4,2.2,11.1,6.0,0.0
0.1,9.1,6.1,8,1,6.8,3.7,8.9,6.0,0.0,8.0,4.0,9.3,6.0,0.0
-0.5,15.3,5.8,8,0,7.4,6.9,8.8,6.0,0.0,8.2,8.8,9.3,6.0,0.0
-2.5,2.2,5.0,7,2,6.3,0.5,6.9,6.0,0.0,7.1,1.1,7.1,8.0,0.0
-1.5,4.7,5.4,7,3,6.1,1.6,7.4,6.0,0.0,6.6,0.6,7.7,6.0,0.0
0.1,0.0,5.6,7,3,5.8,1.6,7.3,6.0,0.0,7.2,0.0,7.6,6.0,0.0
0.3,0.2,4.6,7,0,6.0,0.0,6.5,0.0,0.0,7.7,0.0,6.6,6.0,0.0
1.7,0.0,4.7,0,0,7.6,0.0,6.4,0.0,0.0,8.6,0.0,6.9,0.0,0.0
5.1,0.0,5.6,0,0,10.4,0.0,7.8,0.0,0.0,12.6,0.0,8.4,6.0,0.0
9.1,8.3,8.2,6,0,12.6,3.5,11.0,6.0,0.0,14.3,4.6,11.4,6.0,0.0
4.9,5.5,8.6,6,0,11.8,0.1,11.0,6.0,0.0,12.6,0.1,11.5,6.0,0.0
9.0,13.5,9.4,6,0,10.1,15.8,9.3,6.0,0.0,11.4,18.5,9.9,6.0,0.0
5.7,1.3,9.0,6,0,10.2,0.0,10.9,0.0,0.0,12.0,0.0,11.1,6.0,0.0
2.9,2.4,7.5,8,0,8.8,5.5,10.2,6.0,0.0,9.9,6.4,10.7,6.0,0.0
1.4,0.0,5.9,0,0,8.5,0.0,8.1,0.0,0.0,9.4,0.0,8.4,0.0,0.0
7.2,0.0,6.3,0,0,10.6,0.0,8.7,0.0,0.0,12.1,0.0,9.6,0.0,0.0
12.7,2.0,7.9,6,0,15.3,3.9,11.8,6.0,0.0,16.5,3.5,13.0,6.0,0.0
10.5,16.7,11.1,6,0,16.3,11.8,15.5,6.0,0.0,17.3,8.7,16.1,6.0,0.0
7.4,2.6,10.0,6,0,13.1,0.9,13.8,6.0,0.0,13.8,1.8,14.2,6.0,0.0
6.6,0.0,7.9,0,0,13.2,0.0,11.0,0.0,0.0,13.8,0.0,11.5,0.0,0.0
10.3,0.0,8.4,0,0,14.6,0.0,11.3,0.0,0.0,15.6,0.0,12.2,0.0,0.0
13.9,0.0,8.9,0,0,17.5,0.0,12.5,0.0,0.0,18.5,0.0,13.3,0.0,0.0
16.5,0.0,10.2,0,0,19.4,0.0,13.5,0.0,0.0,20.2,0.0,15.0,0.0,0.0
18.8,0.0,11.2,0,0,21.1,0.0,14.9,0.0,0.0,22.1,0.0,15.2,0.0,0.0
19.5,0.0,11.6,6,0,22.3,0.0,16.1,0.0,0.0,22.9,0.0,17.2,0.0,0.0
15.3,11.1,12.8,6,0,19.7,6.3,17.3,6.0,0.0,20.5,9.1,17.6,6.0,0.0
4.5,0.0,7.5,0,0,12.7,0.0,10.4,0.0,0.0,13.3,0.0,10.5,0.0,0.0
5.6,0.0,6.4,0,0,11.6,0.0,9.0,0.0,0.0,13.0,0.0,9.5,0.0,0.0
8.8,0.0,7.1,0,0,13.7,0.0,9.8,0.0,0.0,14.4,0.0,9.9,0.0,0.0
13.7,3.8,7.8,6,0,17.0,1.4,11.0,6.0,0.0,18.1,1.9,12.2,6.0,0.0
8.5,21.8,10.0,6,0,15.5,2.3,13.7,6.0,0.0,16.0,5.1,15.0,6.0,0.0
5.5,0.1,7.6,8,0,13.6,0.0,9.9,6.0,0.0,14.8,0.0,10.5,6.0,0.0
4.4,9.8,8.2,8,0,12.2,3.3,11.4,6.0,0.0,13.4,2.9,11.7,6.0,0.0
0.0,3.5,6.0,7,0,8.4,6.3,8.4,6.0,0.0,9.9,0.0,8.3,6.0,0.0
0.2,0.8,6.1,7,1,8.5,0.1,8.3,6.0,0.0,10.0,0.0,8.2,6.0,0.0
2.2,0.1,5.9,8,0,9.3,0.0,8.2,0.0,0.0,11.2,0.0,8.3,6.0,0.0
4.1,0.0,6.9,8,0,11.2,0.0,9.7,6.0,0.0,12.9,0.1,9.2,6.0,0.0
4.1,14.0,7.8,8,0,11.7,6.2,11.3,6.0,0.0,12.5,7.1,11.9,6.0,0.0
3.9,0.0,7.2,0,0,11.8,0.0,10.0,0.0,0.0,12.5,0.0,11.0,0.0,0.0
8.9,0.8,10.3,6,0,15.3,0.5,13.7,6.0,0.0,14.6,3.6,15.1,6.0,0.0
13.6,6.2,10.9,6,0,18.7,1.2,15.2,6.0,0.0,18.9,0.0,16.8,6.0,0.0
10.5,7.8,12.5,6,0,16.5,24.1,17.2,6.0,0.0,17.7,12.7,17.2,6.0,0.0
12.8,0.0,11.3,0,0,18.3,0.0,15.7,0.0,0.0,19.3,0.0,16.1,0.0,0.0
11.4,1.6,12.3,6,0,18.4,0.4,16.6,6.0,0.0,19.8,0.0,16.9,6.0,0.0
11.6,0.0,10.2,0,0,18.6,0.0,13.9,0.0,0.0,20.8,0.0,14.4,0.0,0.0
11.6,0.0,8.4,0,0,16.2,0.0,11.2,0.0,0.0,18.2,0.0,10.9,0.0,0.0
13.8,0.0,9.7,0,0,18.5,0.0,13.7,0.0,0.0,20.1,0.0,14.1,0.0,0.0
16.6,0.0,9.9,0,0,19.8,0.0,14.7,0.0,0.0,21.3,0.0,15.7,0.0,0.0
16.2,0.0,11.9,0,0,21.0,0.0,15.4,0.0,0.0,21.9,0.0,16.3,0.0,0.0
15.0,0.0,9.3,0,0,19.7,0.0,12.6,0.0,0.0,20.5,0.0,14.5,0.0,0.0
18.3,7.3,10.4,6,0,21.1,3.9,15.4,6.0,0.0,22.1,1.7,15.9,6.0,0.0
17.1,8.7,13.6,6,0,22.0,4.5,19.2,6.0,0.0,22.5,6.2,19.9,6.0,0.0
14.4,0.0,15.0,6,0,21.3,0.0,19.1,0.0,0.0,21.9,7.4,20.5,6.0,0.0
15.0,0.0,12.2,0,0,20.7,0.0,15.5,0.0,0.0,22.3,0.1,17.9,6.0,0.0
16.1,0.0,11.1,0,0,21.3,0.0,15.5,0.0,0.0,23.0,2.8,19.2,8.0,0.0
14.7,21.0,12.9,6,0,17.8,26.6,17.5,6.0,0.0,19.6,3.4,19.5,6.0,0.0
11.3,8.2,12.5,6,0,18.9,1.4,16.8,6.0,0.0,19.5,4.3,16.5,6.0,0.0
8.8,31.9,10.7,6,0,15.5,3.4,15.7,6.0,0.0,15.5,11.3,16.0,6.0,0.0
9.2,0.0,10.7,6,0,16.7,0.0,14.5,0.0,0.0,17.6,0.0,15.3,0.0,0.0
12.5,0.0,10.4,0,0,17.5,0.0,15.1,0.0,0.0,18.7,0.0,15.2,0.0,0.0
14.5,8.2,10.3,6,0,19.4,11.9,15.0,6.0,0.0,19.9,7.8,16.4,6.0,0.0
4.9,13.7,8.6,6,0,11.4,15.4,12.5,6.0,0.0,12.2,14.8,13.5,6.0,0.0
7.4,3.6,8.3,6,0,13.8,0.4,12.2,6.0,0.0,13.8,1.8,12.8,6.0,0.0
6.5,25.6,9.5,6,0,14.4,5.2,13.3,6.0,0.0,14.5,10.7,13.9,6.0,0.0
5.6,3.4,8.9,6,0,13.0,0.3,12.5,6.0,0.0,13.6,0.1,13.2,6.0,0.0
8.8,4.1,9.7,6,0,15.5,2.1,12.3,6.0,0.0,16.3,3.3,13.1,6.0,0.0
9.6,15.9,11.7,6,0,15.8,14.2,16.3,6.0,0.0,16.7,10.4,16.8,6.0,0.0
10.0,3.5,11.5,6,0,17.0,0.3,15.7,6.0,0.0,16.9,7.6,16.8,6.0,0.0
12.3,0.0,11.0,0,0,18.6,0.0,14.6,0.0,0.0,19.4,0.0,16.4,0.0,0.0
14.5,0.0,10.2,0,0,18.8,0.0,14.1,0.0,0.0,19.3,0.0,15.9,6.0,0.0
15.4,2.1,10.3,6,0,20.3,0.0,15.4,0.0,0.0,20.5,0.0,15.3,0.0,0.0
16.1,3.1,11.1,6,0,20.0,5.8,16.4,6.0,0.0,21.2,4.7,17.4,6.0,0.0
15.1,0.3,11.9,6,0,20.6,0.4,17.4,6.0,0.0,21.4,0.0,18.6,0.0,0.0
13.7,0.0,10.9,0,0,19.4,0.0,16.1,0.0,0.0,20.9,0.0,16.4,0.0,0.0
15.8,1.8,11.0,6,0,19.8,0.4,16.2,6.0,0.0,19.7,2.2,17.8,6.0,0.0
10.0,16.3,12.0,6,0,18.2,8.5,15.9,6.0,0.0,18.6,6.3,16.3,6.0,0.0
8.3,6.2,9.8,6,0,16.8,3.3,12.6,6.0,0.0,17.3,1.8,13.0,6.0,0.0
6.7,0.3,8.8,6,0,15.8,0.0,11.6,0.0,0.0,16.9,0.0,12.8,0.0,0.0
6.1,5.8,9.3,6,0,13.8,2.5,12.6,6.0,0.0,15.5,2.2,12.8,6.0,0.0
7.3,1.2,9.7,6,0,14.8,0.0,13.2,0.0,0.0,16.2,0.3,13.8,6.0,0.0
10.3,7.7,10.3,6,0,16.7,8.5,13.7,6.0,0.0,17.3,4.3,15.1,6.0,0.0
10.8,7.5,12.8,6,0,17.4,6.2,17.7,6.0,0.0,17.4,6.4,19.0,6.0,0.0
11.5,0.0,12.8,6,0,18.9,0.0,16.7,6.0,0.0,19.9,0.0,17.4,0.0,0.0
16.6,0.0,14.0,0,0,20.9,0.0,18.0,0.0,0.0,21.8,0.0,19.7,0.0,0.0
21.6,0.0,12.9,0,0,23.2,0.0,19.8,0.0,0.0,25.1,0.0,21.0,0.0,0.0
22.2,1.9,13.4,6,0,24.0,0.7,19.8,6.0,0.0,24.9,5.6,22.4,6.0,0.0
12.8,17.3,13.0,6,0,19.3,4.3,17.3,6.0,0.0,19.6,2.2,18.4,6.0,0.0
10.0,0.0,12.0,6,0,17.6,0.2,16.6,6.0,0.0,17.1,0.0,18.1,6.0,0.0
12.2,0.0,10.9,6,0,17.4,0.0,14.2,6.0,0.0,18.4,0.0,15.3,6.0,0.0
12.6,15.7,12.4,6,0,17.6,6.5,15.2,6.0,0.0,19.4,12.3,17.2,6.0,0.0
10.0,1.7,12.1,6,0,15.4,0.0,16.0,0.0,0.0,16.0,0.2,16.8,6.0,0.0
7.4,0.0,9.6,6,0,14.5,0.0,12.8,0.0,0.0,15.6,0.0,13.2,0.0,0.0
8.9,17.6,8.4,6,0,15.1,4.9,12.0,6.0,0.0,16.4,6.2,12.6,6.0,0.0
7.1,0.1,9.0,6,0,14.9,0.0,12.3,0.0,0.0,15.6,1.8,13.1,6.0,0.0
3.6,2.8,7.8,8,0,11.3,2.3,10.7,6.0,0.0,11.5,6.2,10.9,6.0,0.0
3.5,3.3,7.8,8,0,10.6,3.8,11.1,6.0,0.0,11.2,13.3,11.8,6.0,0.0
5.5,0.3,8.8,6,0,12.2,0.0,11.4,6.0,0.0,13.3,0.0,12.0,0.0,0.0
6.1,0.1,8.7,6,0,12.2,0.1,10.7,6.0,0.0,13.7,0.1,11.5,6.0,0.0
7.8,0.0,8.9,0,0,13.6,0.0,10.9,0.0,0.0,14.9,0.0,11.2,0.0,0.0
10.0,2.4,10.3,6,0,15.5,1.1,12.6,6.0,0.0,17.3,0.4,13.1,6.0,0.0
7.7,0.0,9.8,6,0,14.8,0.0,12.8,0.0,0.0,16.3,0.0,13.1,6.0,0.0
7.9,5.7,9.5,6,0,13.2,6.3,12.9,6.0,0.0,14.0,1.6,13.8,6.0,0.0
6.2,24.2,9.4,6,0,12.7,8.9,13.5,6.0,0.0,13.2,5.9,13.6,6.0,0.0
7.5,0.9,10.2,6,0,14.2,0.5,15.1,6.0,0.0,14.6,5.9,15.8,6.0,0.0
9.2,0.0,11.5,6,0,15.5,0.0,14.8,0.0,0.0,16.6,0.1,15.8,6.0,0.0
11.9,0.0,11.6,0,0,16.4,0.0,14.1,0.0,0.0,17.8,0.0,15.4,0.0,0.0
13.4,0.0,12.0,0,0,17.0,0.0,14.8,0.0,0.0,18.0,0.0,14.8,0.0,0.0
11.4,8.7,13.1,6,0,15.8,12.1,16.6,6.0,0.0,16.0,9.9,17.1,6.0,0.0
11.5,24.5,13.3,6,0,17.6,25.8,18.2,6.0,0.0,17.9,21.8,18.8,6.0,0.0
10.6,17.2,12.5,6,0,16.6,21.4,17.6,6.0,0.0,17.3,4.4,18.5,6.0,0.0
9.5,8.2,11.7,6,0,16.2,2.3,16.5,6.0,0.0,16.6,0.9,17.2,6.0,0.0
9.0,0.0,11.3,0,0,15.2,0.1,15.5,6.0,0.0,16.0,0.0,16.2,6.0,0.0
10.3,1.6,12.2,6,0,16.9,0.2,15.5,6.0,0.0,17.3,0.0,16.4,6.0,0.0
7.9,0.0,9.4,0,0,15.2,0.0,12.4,0.0,0.0,17.2,0.0,12.9,0.0,0.0
10.0,0.0,10.5,0,0,14.7,0.0,13.2,0.0,0.0,16.6,0.0,13.7,6.0,0.0
11.4,0.0,11.6,0,0,17.0,0.1,14.7,6.0,0.0,17.9,0.0,15.5,6.0,0.0
14.2,0.0,11.8,0,0,17.4,0.0,15.7,0.0,0.0,19.0,0.0,15.8,6.0,0.0
14.6,0.0,12.7,0,0,17.9,0.0,15.6,0.0,0.0,19.8,0.0,16.5,0.0,0.0
15.0,0.0,12.6,0,0,18.7,0.0,16.2,0.0,0.0,20.5,0.0,16.4,0.0,0.0
16.2,0.0,13.8,6,0,18.1,0.0,16.7,0.0,0.0,20.2,0.0,17.2,0.0,0.0
15.5,0.1,14.6,6,0,18.2,0.0,17.5,6.0,0.0,20.5,12.9,19.6,6.0,0.0
12.0,0.0,13.6,6,0,18.3,0.0,17.7,0.0,0.0,19.6,0.0,18.6,0.0,0.0
10.4,0.0,9.1,0,0,15.8,0.0,13.3,0.0,0.0,17.3,0.0,13.7,0.0,0.0
11.8,0.0,8.2,0,0,14.0,0.0,12.2,0.0,0.0,16.7,0.0,12.3,0.0,0.0
14.6,0.0,9.3,0,0,14.5,0.0,12.5,0.0,0.0,16.9,0.0,12.9,0.0,0.0
15.5,0.0,8.9,0,0,15.0,0.0,12.5,0.0,0.0,17.8,0.0,13.6,0.0,0.0
15.8,0.0,6.9,0,0,16.7,0.0,14.6,0.0,0.0,18.6,0.0,15.0,0.0,0.0
16.8,30.1,11.7,6,0,17.7,1.4,16.2,6.0,0.0,19.9,1.6,16.7,6.0,0.0
12.1,1.9,13.7,6,0,17.4,0.1,18.6,6.0,0.0,18.1,0.2,18.9,6.0,0.0
11.2,0.0,13.1,0,0,17.0,0.1,17.7,6.0,0.0,17.3,0.7,18.3,6.0,0.0
10.6,35.9,12.6,6,0,16.1,10.1,16.8,6.0,0.0,16.2,4.1,17.0,6.0,0.0
9.2,2.9,11.4,6,0,15.0,0.1,15.1,6.0,0.0,15.6,3.6,16.3,6.0,0.0
7.9,7.5,10.5,6,0,14.8,0.5,13.5,6.0,0.0,15.7,1.2,14.5,6.0,0.0
9.0,5.4,11.4,6,0,16.1,0.1,15.7,6.0,0.0,16.5,0.1,16.4,6.0,0.0
8.7,15.3,11.3,6,0,15.4,7.8,15.0,6.0,0.0,16.2,6.8,15.9,6.0,0.0
1.9,0.3,6.9,6,0,9.4,1.7,10.1,6.0,0.0,10.4,0.0,10.4,6.0,0.0
1.8,0.0,5.9,0,0,9.1,0.0,8.1,0.0,0.0,10.8,0.0,8.9,0.0,0.0
2.6,0.0,5.3,0,0,7.3,0.0,7.3,0.0,0.0,10.2,0.0,8.5,0.0,0.0
8.3,0.0,10.1,0,0,11.1,0.1,10.7,6.0,0.0,13.4,0.0,11.8,0.0,0.0
10.4,0.0,8.5,0,0,11.4,0.0,11.3,0.0,0.0,13.2,0.0,12.2,0.0,0.0
9.8,0.0,10.8,0,0,11.6,0.0,12.2,0.0,0.0,12.9,0.0,12.5,0.0,0.0
10.5,0.0,10.0,0,0,12.0,0.0,11.6,0.0,0.0,13.5,0.0,12.9,0.0,0.0
10.5,0.7,10.2,6,0,12.8,1.0,13.0,6.0,0.0,13.9,1.1,13.9,6.0,0.0
7.1,1.1,8.8,6,0,13.1,0.0,13.7,0.0,0.0,14.1,0.4,15.0,6.0,0.0
7.2,10.4,9.7,6,0,12.6,1.3,12.9,6.0,0.0,13.3,4.6,14.2,6.0,0.0
4.5,10.1,8.3,6,0,11.2,2.4,11.2,6.0,0.0,11.9,0.9,12.2,6.0,0.0
1.6,1.1,6.5,8,0,8.5,0.0,9.0,0.0,0.0,9.3,0.0,9.6,6.0,0.0
2.4,9.6,6.3,6,0,8.1,7.1,9.2,6.0,0.0,8.0,8.4,10.3,6.0,0.0
4.2,7.1,8.1,6,0,10.2,11.3,11.4,6.0,0.0,10.3,12.3,12.0,6.0,0.0
4.9,0.2,8.5,6,0,10.8,0.0,11.7,0.0,0.0,11.4,0.0,12.3,6.0,0.0
8.6,0.3,11.0,6,0,14.7,0.0,14.1,6.0,0.0,15.1,0.1,14.4,6.0,0.0
8.9,0.0,10.6,0,0,15.1,0.0,13.6,0.0,0.0,15.5,0.0,13.8,0.0,0.0
8.3,0.0,9.1,0,0,13.3,0.0,11.9,0.0,0.0,14.9,0.0,11.9,0.0,0.0
8.5,0.0,7.4,0,0,12.5,0.0,10.9,0.0,0.0,14.6,0.0,11.3,0.0,0.0
9.0,0.0,8.5,0,0,10.3,0.0,10.5,0.0,0.0,13.2,0.0,10.7,0.0,0.0
0.0,0.0,8.4,0,0,8.3,0.0,9.7,0.0,0.0,9.4,0.0,10.5,6.0,0.0
8.5,0.0,7.6,0,0,8.0,0.0,10.0,0.0,0.0,10.0,0.0,10.6,6.0,0.0
6.8,0.0,5.8,0,0,7.5,0.0,8.1,0.0,0.0,11.0,0.0,8.8,0.0,0.0
6.2,0.0,5.5,0,0,6.2,0.0,8.2,0.0,0.0,9.7,0.0,8.8,6.0,0.0
6.3,0.0,6.1,0,0,5.2,0.0,7.9,0.0,0.0,7.2,0.0,8.2,6.0,0.0
5.5,0.0,7.9,0,0,5.4,0.0,8.1,0.0,0.0,5.7,0.0,8.5,6.0,0.0
6.8,0.0,7.9,0,0,6.7,0.0,8.2,0.0,0.0,7.5,0.0,8.8,0.0,0.0
2.4,0.0,5.9,0,0,7.3,0.0,7.5,0.0,0.0,7.1,0.0,8.1,0.0,0.0
-1.7,0.0,5.0,0,0,3.7,0.0,6.0,0.0,0.0,4.8,0.0,6.6,0.0,0.0
2.8,0.0,3.2,0,0,3.5,0.0,6.0,0.0,0.0,4.9,0.0,6.5,0.0,0.0
7.0,0.0,2.6,0,0,2.9,0.0,6.1,0.0,0.0,4.1,0.0,6.6,6.0,0.0
8.9,0.0,8.3,0,0,6.1,0.0,7.8,0.0,0.0,7.0,0.0,8.4,0.0,0.0
9.0,0.6,7.8,6,0,7.0,0.2,8.8,6.0,0.0,7.7,0.0,9.6,6.0,0.0
7.7,0.7,9.1,6,0,13.5,0.1,11.1,6.0,0.0,11.6,0.0,11.7,6.0,0.0
6.0,2.4,9.2,6,0,13.7,0.1,11.9,6.0,0.0,12.9,4.5,12.5,6.0,0.0
4.3,0.6,8.0,6,0,10.2,0.0,10.5,0.0,0.0,9.8,0.0,11.2,0.0,0.0
6.6,0.1,8.3,6,0,13.1,0.0,10.9,0.0,0.0,10.4,0.0,11.3,0.0,0.0
